#,Name,MLBAMID,Last,First,Lastv2,Firstv2,YahooName
686,Nick Madrigal,663611,Madrigal,Nick,Madrigal,Nick,Nick Madrigal
687,Trevor Larnach,663616,Larnach,Trevor,Larnach,Trevor,Trevor Larnach
688,Jake Irvin,663623,Irvin,Jake,Irvin,Jake,Jake Irvin
689,Ryan Mountcastle,663624,Mountcastle,Ryan,Mountcastle,Ryan,Ryan Mountcastle
690,Ethan Small,663629,Small,Ethan,Small,Ethan,Ethan Small
691,Ke’Bryan Hayes,663647,Hayes,Ke’Bryan,Hayes,Ke’Bryan,Ke’Bryan Hayes
692,Kyle Tucker,663656,Tucker,Kyle,Tucker,Kyle,Kyle Tucker
693,Thaddeus Ward,663658,Ward,Thaddeus,Ward,Thaddeus,Thaddeus Ward
694,Daz Cameron,663662,Cameron,Daz,Cameron,Daz,Daz Cameron
695,Nic Enright,663671,Enright,Nic,Enright,Nic,Nic Enright
696,Hogan Harris,663687,Harris,Hogan,Harris,Hogan,Hogan Harris
697,Jonathan India,663697,India,Jonathan,India,Jonathan,Jonathan India
698,Joey Bart,663698,Bart,Joey,Bart,Joey,Joey Bart
699,James McArthur,663704,McArthur,James,McArthur,James,James McArthur
700,Matthew Kroon,663714,Kroon,Matthew,Kroon,Matthew,
701,Cal Raleigh,663728,Raleigh,Cal,Raleigh,Cal,Cal Raleigh
702,Connor Kaiser,663731,Kaiser,Connor,Kaiser,Connor,Connor Kaiser
703,Daniel Lynch IV,663738,Lynch IV,Daniel,Lynch IV,Daniel,Daniel Lynch IV
704,Nick Fortes,663743,Fortes,Nick,Fortes,Nick,Nick Fortes
705,Reiss Knehr,663753,Knehr,Reiss,Knehr,Reiss,Reiss Knehr
706,Trent Grisham,663757,Grisham,Trent,Grisham,Trent,Trent Grisham
707,Jake Woodford,663765,Woodford,Jake,Woodford,Jake,Jake Woodford
708,Chase Shugart,663767,Shugart,Chase,Shugart,Chase,Chase Shugart
709,Bryan Hoeing,663773,Hoeing,Bryan,Hoeing,Bryan,Bryan Hoeing
710,Patrick Sandoval,663776,Sandoval,Patrick,Sandoval,Patrick,Patrick Sandoval
711,Coco Montes,663796,Montes,Coco,Montes,Coco,Coco Montes
712,Jackson Kowar,663804,Kowar,Jackson,Kowar,Jackson,Jackson Kowar
713,Matt Vierling,663837,Vierling,Matt,Vierling,Matt,Matt Vierling
714,Alfonso Rivas III,663845,Rivas III,Alfonso,Rivas III,Alfonso,Alfonso Rivas
715,Romy Gonzalez,663853,Gonzalez,Romy,Gonzalez,Romy,Romy González
716,Jordan Hicks,663855,Hicks,Jordan,Hicks,Jordan,Jordan Hicks
717,Nate Pearson,663878,Pearson,Nate,Pearson,Nate,Nate Pearson
718,Tyler Stephenson,663886,Stephenson,Tyler,Stephenson,Tyler,Tyler Stephenson
719,Brendon Little,663893,Little,Brendon,Little,Brendon,Brendon Little
720,Luke Williams,663897,Williams,Luke,Williams,Luke,Luke Williams
721,Brendan Rodgers,663898,Rodgers,Brendan,Rodgers,Brendan,Brendan Rodgers
722,Brady Singer,663903,Singer,Brady,Singer,Brady,Brady Singer
723,Travis Blankenhorn,663905,Blankenhorn,Travis,Blankenhorn,Travis,Travis Blankenhorn
724,Tristan Beck,663941,Beck,Tristan,Beck,Tristan,Tristan Beck
725,Tyler Holton,663947,Holton,Tyler,Holton,Tyler,Tyler Holton
726,Tyler Ivey,663959,Ivey,Tyler,Ivey,Tyler,Tyler Ivey
727,Cesar Salazar,663967,Salazar,Cesar,Salazar,César,César Salazar
728,Jake Mangum,663968,Mangum,Jake,Mangum,Jake,Jake Mangum
729,Tyler Phillips,663969,Phillips,Tyler,Phillips,Tyler,Tyler Phillips
730,Blair Calvo,663971,Calvo,Blair,Calvo,Blair,Blair Calvo
731,Chris Paddack,663978,Paddack,Chris,Paddack,Chris,Chris Paddack
732,Trevor Stephan,663986,Stephan,Trevor,Stephan,Trevor,Trevor Stephan
733,Nick Vespi,663989,Vespi,Nick,Vespi,Nick,Nick Vespi
734,Richard Lovelady,663992,Lovelady,Richard,Lovelady,Richard,Richard Lovelady
735,Nathaniel Lowe,663993,Lowe,Nathaniel,Lowe,Nathaniel,Nathaniel Lowe
736,Ian Happ,664023,Happ,Ian,Happ,Ian,Ian Happ
737,Ty France,664034,France,Ty,France,Ty,Ty France
738,Brandon Lowe,664040,Lowe,Brandon,Lowe,Brandon,Brandon Lowe
739,Travis Lakins Sr.,664042,Lakins Sr.,Travis,Lakins Sr.,Travis,Travis Lakins Sr.
740,Cody Stashak,664054,Stashak,Cody,Stashak,Cody,Cody Stashak
741,Harrison Bader,664056,Bader,Harrison,Bader,Harrison,Harrison Bader
742,Andrew Stevenson,664057,Stevenson,Andrew,Stevenson,Andrew,Andrew Stevenson
743,David Fletcher,664058,Fletcher,David,Fletcher,David,David Fletcher
744,Sam Haggerty,664059,Haggerty,Sam,Haggerty,Sam,Sam Haggerty
745,Tony Gonsolin,664062,Gonsolin,Tony,Gonsolin,Tony,Tony Gonsolin
746,Scott Kingery,664068,Kingery,Scott,Kingery,Scott,Scott Kingery
747,Garrett Cleavinger,664076,Cleavinger,Garrett,Cleavinger,Garrett,Garrett Cleavinger
748,Tyler Jay,664079,Jay,Tyler,Jay,Tyler,Tyler Jay
749,Sean Poppen,664092,Poppen,Sean,Poppen,Sean,Sean Poppen
750,Scott Effross,664123,Effross,Scott,Effross,Scott,Scott Effross
751,Pete Fairbanks,664126,Fairbanks,Pete,Fairbanks,Pete,Pete Fairbanks
752,Geoff Hartlieb,664129,Hartlieb,Geoff,Hartlieb,Geoff,Geoff Hartlieb
753,Ian Gibaut,664139,Gibaut,Ian,Gibaut,Ian,Ian Gibaut
754,Joey Lucchesi,664192,Lucchesi,Joey,Lucchesi,Joey,Joey Lucchesi
755,Taylor Clarke,664199,Clarke,Taylor,Clarke,Taylor,Taylor Clarke
756,Phil Maton,664208,Maton,Phil,Maton,Phil,Phil Maton
757,Dylan Moore,664238,Moore,Dylan,Moore,Dylan,Dylan Moore
758,Framber Valdez,664285,Valdez,Framber,Valdez,Framber,Framber Valdez
759,Dauri Moreta,664294,Moreta,Dauri,Moreta,Dauri,Dauri Moreta
760,Cristian Javier,664299,Javier,Cristian,Javier,Cristian,Cristian Javier
761,Luis Contreras,664351,Contreras,Luis,Contreras,Luis,Luis Contreras
762,Jose Urquidy,664353,Urquidy,Jose,Urquidy,José,José Urquidy
763,Alejo Lopez,664670,Lopez,Alejo,Lopez,Alejo,Alejo Lopez
764,Myles Straw,664702,Straw,Myles,Straw,Myles,Myles Straw
765,Kyle Isbel,664728,Isbel,Kyle,Isbel,Kyle,Kyle Isbel
766,P.J. Higgins,664731,Higgins,P.J.,Higgins,P.J.,P.J. Higgins
767,Jose Espada,664744,Espada,Jose,Espada,Jose,Jose Espada
768,Alexis Diaz,664747,Diaz,Alexis,Díaz,Alexis,Alexis Díaz
769,Alec Bohm,664761,Bohm,Alec,Bohm,Alec,Alec Bohm
770,Jake Cousins,664776,Cousins,Jake,Cousins,Jake,Jake Cousins
771,Danny Young,664849,Young,Danny,Young,Danny,Danny Young
772,Jay Flaa,664852,Flaa,Jay,Flaa,Jay,Jay Flaa
773,Ryan Helsley,664854,Helsley,Ryan,Helsley,Ryan,Ryan Helsley
774,Seby Zavala,664874,Zavala,Seby,Zavala,Seby,Seby Zavala
775,Justin Lawrence,664875,Lawrence,Justin,Lawrence,Justin,Justin Lawrence
776,Seth Brown,664913,Brown,Seth,Brown,Seth,Seth Brown
777,Nick Dini,664926,Dini,Nick,,,
778,Anthony Misiewicz,664948,Misiewicz,Anthony,Misiewicz,Anthony,Anthony Misiewicz
779,Brett Sullivan,664954,Sullivan,Brett,Sullivan,Brett,Brett Sullivan
780,Jake McCarthy,664983,McCarthy,Jake,McCarthy,Jake,Jake McCarthy
781,Trevor Kelley,665001,Kelley,Trevor,Kelley,Trevor,Trevor Kelley
782,Kody Clemens,665019,Clemens,Kody,Clemens,Kody,Kody Clemens
783,Hobie Harris,665048,Harris,Hobie,Harris,Hobie,Hobie Harris
784,Griffin Conine,665052,Conine,Griffin,Conine,Griffin,Griffin Conine
785,Dean Kremer,665152,Kremer,Dean,Kremer,Dean,Dean Kremer
786,Nick Maton,665155,Maton,Nick,Maton,Nick,Nick Maton
787,Jeremy Pena,665161,Pena,Jeremy,Peña,Jeremy,Jeremy Peña
788,Gilberto Celestino,665482,Celestino,Gilberto,Celestino,Gilberto,Gilberto Celestino
789,Fernando Tatis Jr.,665487,Tatis Jr.,Fernando,Tatis Jr.,Fernando,Fernando Tatis Jr.
790,Vladimir Guerrero Jr.,665489,Guerrero Jr.,Vladimir,Guerrero Jr.,Vladimir,Vladimir Guerrero Jr.
791,Cristian Pache,665506,Pache,Cristian,Pache,Cristian,Cristian Pache
792,Rafael Marchan,665561,Marchan,Rafael,Marchán,Rafael,Rafael Marchán
793,Deivi Garcia,665620,Garcia,Deivi,García,Deivi,Deivi García
794,Luis Medina,665622,Medina,Luis,Medina,Luis,Luis Medina
795,Elvis Peguero,665625,Peguero,Elvis,Peguero,Elvis,Elvis Peguero
796,Kervin Castro,665645,Castro,Kervin,Castro,Kervin,Kervin Castro
797,Reiver Sanmartin,665665,Sanmartin,Reiver,Sanmartin,Reiver,Reiver Sanmartin
798,Antonio Santos,665733,Santos,Antonio,Santos,Antonio,Antonio Santos
799,Angel Felipe,665734,Felipe,Angel,Felipe,Angel,Angel Felipe
800,Juan Soto,665742,Soto,Juan,Soto,Juan,Juan Soto
801,Leody Taveras,665750,Taveras,Leody,Taveras,Leody,Leody Taveras
802,Luis De Los Santos,665782,De Los Santos,Luis,De Los Santos,Luis,Luis De Los Santos
803,Edward Cabrera,665795,Cabrera,Edward,Cabrera,Edward,Edward Cabrera
804,Miguel Amaya,665804,Amaya,Miguel,Amaya,Miguel,Miguel Amaya
805,Oswaldo Cabrera,665828,Cabrera,Oswaldo,Cabrera,Oswaldo,Oswaldo Cabrera
806,Oneil Cruz,665833,Cruz,Oneil,Cruz,Oneil,Oneil Cruz
807,Enmanuel Valdez,665839,Valdez,Enmanuel,Valdez,Enmanuel,Enmanuel Valdez
808,Jair Camargo,665856,Camargo,Jair,,,
809,Sebastian Rivero,665861,Rivero,Sebastian,Rivero,Sebastián,Sebastian Rivero
810,Jazz Chisholm Jr.,665862,Chisholm Jr.,Jazz,Chisholm Jr.,Jazz,Jazz Chisholm Jr.
811,Javier Assad,665871,Assad,Javier,Assad,Javier,Javier Assad
812,Jose Fermin,665877,Fermin,Jose,Fermín,José,José Fermín
813,Seuly Matias,665890,Matias,Seuly,Matias,Seuly,
814,Jose Marte,665896,Marte,Jose,Marte,José,José Marte
815,Esteury Ruiz,665923,Ruiz,Esteury,Ruiz,Esteury,Esteury Ruiz
816,Andres Gimenez,665926,Gimenez,Andres,Giménez,Andrés,Andrés Giménez
817,Andres Chaparro,665953,Chaparro,Andres,Chaparro,Andrés,Andrés Chaparro
818,Carlos Narvaez,665966,Narvaez,Carlos,Narváez,Carlos,Carlos Narváez
819,Lolo Sanchez,665975,Sanchez,Lolo,Sánchez,Lolo,
820,Leonel Valera,665987,Valera,Leonel,Valera,Leonel,
821,Jonathan Aranda,666018,Aranda,Jonathan,Aranda,Jonathan,Jonathan Aranda
822,Freddy Fermin,666023,Fermin,Freddy,Fermin,Freddy,Freddy Fermin
823,Ian Anderson,666120,Anderson,Ian,Anderson,Ian,Ian Anderson
824,Tyler Baum,666121,Baum,Tyler,Baum,Tyler,
825,Carlos Cortes,666126,Cortes,Carlos,Cortes,Carlos,Carlos Cortes
826,Braxton Garrett,666129,Garrett,Braxton,Garrett,Braxton,Braxton Garrett
827,Nolan Jones,666134,Jones,Nolan,Jones,Nolan,Nolan Jones
828,Josh Lowe,666139,Lowe,Josh,Lowe,Josh,Josh Lowe
829,Cole Ragans,666142,Ragans,Cole,Ragans,Cole,Cole Ragans
830,Tyler Fitzgerald,666149,Fitzgerald,Tyler,Fitzgerald,Tyler,Tyler Fitzgerald
831,Dominic Fletcher,666150,Fletcher,Dominic,Fletcher,Dominic,Dominic Fletcher
832,David Hamilton,666152,Hamilton,David,Hamilton,David,David Hamilton
833,Karl Kauffmann,666154,Kauffmann,Karl,Kauffmann,Karl,Karl Kauffmann
834,Nick Lodolo,666157,Lodolo,Nick,Lodolo,Nick,Nick Lodolo
835,Gavin Lux,666158,Lux,Gavin,Lux,Gavin,Gavin Lux
836,Matt Manning,666159,Manning,Matt,Manning,Matt,Matt Manning
837,Mickey Moniak,666160,Moniak,Mickey,Moniak,Mickey,Mickey Moniak
838,Ben Rortvedt,666163,Rortvedt,Ben,Rortvedt,Ben,Ben Rortvedt
839,Blake Rutherford,666164,Rutherford,Blake,,,
840,Blake Sabol,666165,Sabol,Blake,Sabol,Blake,Blake Sabol
841,Mason Thompson,666168,Thompson,Mason,Thompson,Mason,Mason Thompson
842,Ryan Zeferjahn,666171,Zeferjahn,Ryan,Zeferjahn,Ryan,Ryan Zeferjahn
843,Jo Adell,666176,Adell,Jo,Adell,Jo,Jo Adell
844,Seth Beer,666179,Beer,Seth,Beer,Seth,Seth Beer
845,Will Benson,666181,Benson,Will,Benson,Will,Will Benson
846,Bo Bichette,666182,Bichette,Bo,Bichette,Bo,Bo Bichette
847,Hunter Bishop,666183,Bishop,Hunter,Bishop,Hunter,
848,Dylan Carlson,666185,Carlson,Dylan,Carlson,Dylan,Dylan Carlson
849,Carter Kieboom,666198,Kieboom,Carter,Kieboom,Carter,Carter Kieboom
850,Jesus Luzardo,666200,Luzardo,Jesus,Luzardo,Jesús,Jesús Luzardo
851,Alek Manoah,666201,Manoah,Alek,Manoah,Alek,Alek Manoah
852,Riley Pint,666207,Pint,Riley,Pint,Riley,Riley Pint
853,Alex Speas,666208,Speas,Alex,Speas,Alex,Alex Speas
854,Taylor Trammell,666211,Trammell,Taylor,Trammell,Taylor,Taylor Trammell
855,Joey Wentz,666214,Wentz,Joey,Wentz,Joey,Joey Wentz
856,Forrest Whitley,666215,Whitley,Forrest,Whitley,Forrest,Forrest Whitley
857,George Soriano,666277,Soriano,George,Soriano,George,George Soriano
858,Bo Naylor,666310,Naylor,Bo,Naylor,Bo,Bo Naylor
859,Jordan Balazovic,666364,Balazovic,Jordan,Balazovic,Jordan,Jordan Balazovic
860,Matt Brash,666374,Brash,Matt,Brash,Matt,Matt Brash
861,Edouard Julien,666397,Julien,Edouard,Julien,Edouard,Edouard Julien
862,Jerar Encarnacion,666464,Encarnacion,Jerar,Encarnacion,Jerar,Jerar Encarnación
863,Gregory Santos,666619,Santos,Gregory,Santos,Gregory,Gregory Santos
864,Christopher Morel,666624,Morel,Christopher,Morel,Christopher,Christopher Morel
865,Yonathan Perlaza,666632,Perlaza,Yonathan,Perlaza,Yonathan,
866,Eguy Rosario,666703,Rosario,Eguy,Rosario,Eguy,Eguy Rosario
867,Max Castillo,666721,Castillo,Max,Castillo,Max,Max Castillo
868,Jhony Brito,666745,Brito,Jhony,Brito,Jhony,Jhony Brito
869,Rodolfo Castro,666801,Castro,Rodolfo,Castro,Rodolfo,Rodolfo Castro
870,Camilo Doval,666808,Doval,Camilo,Doval,Camilo,Camilo Doval
871,Bobby Dalbec,666915,Dalbec,Bobby,Dalbec,Bobby,Bobby Dalbec
872,Jared Oliva,666931,Oliva,Jared,Oliva,Jared,Jared Oliva
873,Adolis Garcia,666969,Garcia,Adolis,García,Adolis,Adolis García
874,Lourdes Gurriel Jr.,666971,Gurriel Jr.,Lourdes,Gurriel Jr.,Lourdes,Lourdes Gurriel Jr.
875,Yennier Cano,666974,Cano,Yennier,Cano,Yennier,Yennier Cano
876,Tommy Nance,667297,Nance,Tommy,Nance,Tommy,Tommy Nance
877,Bryan Mata,667356,Mata,Bryan,Mata,Bryan,Bryan Mata
878,Zach Jackson,667427,Jackson,Zach,Jackson,Zach,Zach Jackson
879,Marshall Kasowski,667445,Kasowski,Marshall,Kasowski,Marshall,
880,Corey Julks,667452,Julks,Corey,Julks,Corey,Corey Julks
881,John King,667463,King,John,King,John,John King
882,Dane Myers,667472,Myers,Dane,Myers,Dane,Dane Myers
883,Evan Kravetz,667478,Kravetz,Evan,Kravetz,Evan,Evan Kravetz
884,Robert Dugger,667498,Dugger,Robert,Dugger,Robert,Robert Dugger
885,Brent Rooker,667670,Rooker,Brent,Rooker,Brent,Brent Rooker
886,Kyle Tyler,667725,Tyler,Kyle,Tyler,Kyle,Kyle Tyler
887,Jose Soriano,667755,Soriano,Jose,Soriano,José,José Soriano
888,Randy Arozarena,668227,Arozarena,Randy,Arozarena,Randy,Randy Arozarena
889,Tyson Miller,668338,Miller,Tyson,Miller,Tyson,Tyson Miller
890,Cole Winn,668390,Winn,Cole,Winn,Cole,Cole Winn
891,Hagen Danner,668470,Danner,Hagen,Danner,Hagen,Hagen Danner
892,Nick Pratto,668472,Pratto,Nick,Pratto,Nick,Nick Pratto
893,Tres Barrera,668663,Barrera,Tres,Barrera,Tres,Tres Barrera
894,Stephen Nogosek,668665,Nogosek,Stephen,Nogosek,Stephen,Stephen Nogosek
895,Jake Rogers,668670,Rogers,Jake,Rogers,Jake,Jake Rogers
896,Lucas Erceg,668674,Erceg,Lucas,Erceg,Lucas,Lucas Erceg
897,Zach Plesac,668676,Plesac,Zach,Plesac,Zach,Zach Plesac
898,Zac Gallen,668678,Gallen,Zac,Gallen,Zac,Zac Gallen
899,JJ Bleday,668709,Bleday,JJ,Bleday,JJ,JJ Bleday
900,Spencer Steer,668715,Steer,Spencer,Steer,Spencer,Spencer Steer
901,Noah Murdock,668716,Murdock,Noah,Murdock,Noah,Noah Murdock
902,Payton Henry,668721,Henry,Payton,Henry,Payton,Payton Henry
903,Ryan Vilade,668723,Vilade,Ryan,Vilade,Ryan,Ryan Vilade
904,Akil Baddoo,668731,Baddoo,Akil,Baddoo,Akil,Akil Baddoo
905,Calvin Mitchell,668751,Mitchell,Calvin,,,
906,Duke Ellis,668752,Ellis,Duke,Ellis,Duke,Duke Ellis
907,Colin Peluse,668761,Peluse,Colin,Peluse,Colin,
908,Dylan File,668766,File,Dylan,File,Dylan,Dylan File
909,Andrew Knizner,668800,Knizner,Andrew,Knizner,Andrew,Andrew Knizner
910,Bryan Reynolds,668804,Reynolds,Bryan,Reynolds,Bryan,Bryan Reynolds
911,Max Kranick,668820,Kranick,Max,Kranick,Max,Max Kranick
912,Kyle McCann,668832,McCann,Kyle,McCann,Kyle,Kyle McCann
913,Easton McGee,668834,McGee,Easton,McGee,Easton,Easton McGee
914,Conner Capel,668843,Capel,Conner,Capel,Conner,Conner Capel
915,Aaron Schunk,668845,Schunk,Aaron,Schunk,Aaron,Aaron Schunk
916,Austin Shenton,668853,Shenton,Austin,Shenton,Austin,Austin Shenton
917,Zack Thompson,668868,Thompson,Zack,Thompson,Zack,Zack Thompson
918,Caleb Kilian,668873,Kilian,Caleb,Kilian,Caleb,Caleb Kilian
919,Blair Henley,668874,Henley,Blair,Henley,Blair,Blair Henley
920,Hunter Greene,668881,Greene,Hunter,Greene,Hunter,Hunter Greene
921,Austin Martin,668885,Martin,Austin,Martin,Austin,Austin Martin
922,Mark Vientos,668901,Vientos,Mark,Vientos,Mark,Mark Vientos
923,Royce Lewis,668904,Lewis,Royce,Lewis,Royce,Royce Lewis
924,Gavin Williams,668909,Williams,Gavin,Williams,Gavin,Gavin Williams
925,Brice Turang,668930,Turang,Brice,Turang,Brice,Brice Turang
926,Graham Ashcraft,668933,Ashcraft,Graham,Ashcraft,Graham,Graham Ashcraft
927,Adley Rutschman,668939,Rutschman,Adley,Rutschman,Adley,Adley Rutschman
928,JoJo Romero,668941,Romero,JoJo,Romero,JoJo,JoJo Romero
929,Josh Rojas,668942,Rojas,Josh,Rojas,Josh,Josh Rojas
930,Ryan Kreidler,668952,Kreidler,Ryan,Kreidler,Ryan,Ryan Kreidler
931,Tobias Myers,668964,Myers,Tobias,Myers,Tobias,Tobias Myers
932,Gavin Hollowell,668970,Hollowell,Gavin,Hollowell,Gavin,Gavin Hollowell
933,Casey Legumina,668984,Legumina,Casey,Legumina,Casey,Casey Legumina
934,Connor Scott,669002,Scott,Connor,,,
935,Garrett Mitchell,669003,Mitchell,Garrett,Mitchell,Garrett,Garrett Mitchell
936,MJ Melendez,669004,Melendez,MJ,Melendez,MJ,MJ Melendez
937,Brandon Marsh,669016,Marsh,Brandon,Marsh,Brandon,Brandon Marsh
938,Ryan Rolison,669020,Rolison,Ryan,Rolison,Ryan,Ryan Rolison
939,MacKenzie Gore,669022,Gore,MacKenzie,Gore,MacKenzie,MacKenzie Gore
940,Bryse Wilson,669060,Wilson,Bryse,Wilson,Bryse,Bryse Wilson
941,Erik Miller,669062,Miller,Erik,Miller,Erik,Erik Miller
942,Kyle Stowers,669065,Stowers,Kyle,Stowers,Kyle,Kyle Stowers
943,DL Hall,669084,Hall,DL,Hall,DL,DL Hall
944,Sam Huff,669087,Huff,Sam,Huff,Sam,Sam Huff
945,Matt Cronin,669091,Cronin,Matt,Cronin,Matt,
946,Jeremiah Estrada,669093,Estrada,Jeremiah,Estrada,Jeremiah,Jeremiah Estrada
947,John McMillon,669111,McMillon,John,McMillon,John,John McMillon
948,Shea Langeliers,669127,Langeliers,Shea,Langeliers,Shea,Shea Langeliers
949,Luis Campusano,669134,Campusano,Luis,Campusano,Luis,Luis Campusano
950,Armando Alvarez,669137,Alvarez,Armando,Alvarez,Armando,Armando Alvarez
951,Bruce Zimmermann,669145,Zimmermann,Bruce,Zimmermann,Bruce,Bruce Zimmermann
952,Dustin May,669160,May,Dustin,May,Dustin,Dustin May
953,Kyle Hurt,669165,Hurt,Kyle,Hurt,Kyle,Kyle Hurt
954,Jonathan Heasley,669169,Heasley,Jonathan,Heasley,Jonathan,Jonathan Heasley
955,Ryne Nelson,669194,Nelson,Ryne,Nelson,Ryne,Ryne Nelson
956,Lake Bachar,669199,Bachar,Lake,Bachar,Lake,Lake Bachar
957,Mason McCoy,669200,McCoy,Mason,McCoy,Mason,Mason McCoy
958,Corbin Burnes,669203,Burnes,Corbin,Burnes,Corbin,Corbin Burnes
959,Ryan Bliss,669208,Bliss,Ryan,Bliss,Ryan,Ryan Bliss
960,Keegan Akin,669211,Akin,Keegan,Akin,Keegan,Keegan Akin
961,Eli Morgan,669212,Morgan,Eli,Morgan,Eli,Eli Morgan
962,Je’Von Ward,669219,Ward,Je’Von,Ward,Je’Von,
963,Sean Murphy,669221,Murphy,Sean,Murphy,Sean,Sean Murphy
964,Nick Senzel,669222,Senzel,Nick,Senzel,Nick,Nick Senzel
965,Austin Wells,669224,Wells,Austin,Wells,Austin,Austin Wells
966,Justyn-Henry Malloy,669234,Malloy,Justyn-Henry,Malloy,Justyn-Henry,Justyn-Henry Malloy
967,Jeremiah Jackson,669236,Jackson,Jeremiah,Jackson,Jeremiah,Jeremiah Jackson
968,Tommy Edman,669242,Edman,Tommy,Edman,Tommy,Tommy Edman
969,Nick Solak,669256,Solak,Nick,Solak,Nick,Nick Solak
970,Will Smith,669257,Smith,Will,Smith,Will,Will Smith
971,Jack Suwinski,669261,Suwinski,Jack,Suwinski,Jack,Jack Suwinski
972,Joel Kuhnel,669270,Kuhnel,Joel,Kuhnel,Joel,Joel Kuhnel
973,Dylan Lee,669276,Lee,Dylan,Lee,Dylan,Dylan Lee
974,Daniel Johnson,669288,Johnson,Daniel,,,
975,Santiago Espinal,669289,Espinal,Santiago,Espinal,Santiago,Santiago Espinal
976,Logan Gilbert,669302,Gilbert,Logan,Gilbert,Logan,Logan Gilbert
977,Jose Miranda,669304,Miranda,Jose,Miranda,Jose,Jose Miranda
978,Sean Reynolds,669308,Reynolds,Sean,Reynolds,Sean,Sean Reynolds
979,Joe Perez,669309,Perez,Joe,Perez,Joe,Joe Perez
980,Bryce Teodosio,669326,Teodosio,Bryce,Teodosio,Bryce,Bryce Teodosio
981,Tyler Wells,669330,Wells,Tyler,Wells,Tyler,Tyler Wells
982,Nolan Gorman,669357,Gorman,Nolan,Gorman,Nolan,Nolan Gorman
983,Shane Baz,669358,Baz,Shane,Baz,Shane,Shane Baz
984,Xavier Edwards,669364,Edwards,Xavier,Edwards,Xavier,Xavier Edwards
985,Bryce Johnson,669369,Johnson,Bryce,Johnson,Bryce,Bryce Johnson
986,Asa Lacy,669370,Lacy,Asa,Lacy,Asa,
987,Cole Henry,669371,Henry,Cole,Henry,Cole,Cole Henry
988,J.T. Ginn,669372,Ginn,J.T.,Ginn,J.T.,J.T. Ginn
989,Tarik Skubal,669373,Skubal,Tarik,Skubal,Tarik,Tarik Skubal
990,Keston Hiura,669374,Hiura,Keston,Hiura,Keston,Keston Hiura
991,Raynel Delgado,669384,Delgado,Raynel,Delgado,Raynel,
992,Carmen Mlodzinski,669387,Mlodzinski,Carmen,Mlodzinski,Carmen,Carmen Mlodzinski
993,Owen White,669391,White,Owen,White,Owen,Owen White
994,Samad Taylor,669392,Taylor,Samad,Taylor,Samad,Samad Taylor
995,Jake Burger,669394,Burger,Jake,Burger,Jake,Jake Burger
996,Dylan Coleman,669395,Coleman,Dylan,Coleman,Dylan,Dylan Coleman
997,Nick Allen,669397,Allen,Nick,Allen,Nick,Nick Allen
998,Gage Workman,669398,Workman,Gage,Workman,Gage,Gage Workman
999,Frainyer Chavez,669413,Chavez,Frainyer,Chavez,Frainyer,
1000,Matt Sauer,669422,Sauer,Matt,Sauer,Matt,Matt Sauer
1001,Trevor Rogers,669432,Rogers,Trevor,Rogers,Trevor,Trevor Rogers
1002,Mason Englert,669438,Englert,Mason,Englert,Mason,Mason Englert
1003,Chandler Champlain,669441,Champlain,Chandler,Champlain,Chandler,
1004,Cooper Hummel,669450,Hummel,Cooper,Hummel,Cooper,Cooper Hummel
1005,Shane Bieber,669456,Bieber,Shane,Bieber,Shane,Shane Bieber
1006,Kyle Nelson,669459,Nelson,Kyle,Nelson,Kyle,Kyle Nelson
1007,Matthew Liberatore,669461,Liberatore,Matthew,Liberatore,Matthew,Matthew Liberatore
1008,Andre Pallante,669467,Pallante,Andre,Pallante,Andre,Andre Pallante
1009,Devin Mann,669471,Mann,Devin,Mann,Devin,
1010,Casey Schmitt,669477,Schmitt,Casey,Schmitt,Casey,Casey Schmitt
1011,Joe Barlow,669618,Barlow,Joe,Barlow,Joe,Joe Barlow
1012,Brady Basso,669620,Basso,Brady,Basso,Brady,Brady Basso
1013,Anthony Bender,669622,Bender,Anthony,Bender,Anthony,Anthony Bender
1014,Sam Long,669674,Long,Sam,Long,Sam,Sam Long
1015,Chris Murphy,669684,Murphy,Chris,Murphy,Chris,Chris Murphy
1016,Braden Shewmake,669699,Shewmake,Braden,Shewmake,Braden,Braden Shewmake
1017,Josh H. Smith,669701,Smith,Josh H.,Smith,Josh H.,Josh Smith
1018,Jared Triolo,669707,Triolo,Jared,Triolo,Jared,Jared Triolo
1019,Greg Weissert,669711,Weissert,Greg,Weissert,Greg,Greg Weissert
1020,Hayden Wesneski,669713,Wesneski,Hayden,Wesneski,Hayden,Hayden Wesneski
1021,Will Wilson,669717,Wilson,Will,Wilson,Will,Will Wilson
1022,Austin Hays,669720,Hays,Austin,Hays,Austin,Austin Hays
1023,Davis Daniel,669721,Daniel,Davis,Daniel,Davis,Davis Daniel
1024,Logan Davidson,669722,Davidson,Logan,Davidson,Logan,Logan Davidson
1025,Brenan Hanifee,669724,Hanifee,Brenan,Hanifee,Brenan,Brenan Hanifee
1026,Chris Rodriguez,669735,Rodriguez,Chris,Rodriguez,Chris,Chris Rodriguez
1027,Darick Hall,669742,Hall,Darick,Hall,Darick,Darick Hall
1028,Alex Call,669743,Call,Alex,Call,Alex,Alex Call
1029,Ronel Blanco,669854,Blanco,Ronel,Blanco,Ronel,Ronel Blanco
