,batter,player_name,game_date,stand,p_throws,pitch_type,effective_speed,pfx_x,pfx_z,plate_x,plate_z,zone,description,launch_speed,launch_angle,hc_x,hc_y,if_fielding_alignment,events
51186,681481,"Bowman, Matt",2024-05-17,L,R,FS,83.6,-0.62,0.07,0.19,2.6,5.0,hit_into_play,109.0,17.0,171.25,53.04,Standard,double
51195,681481,"Nelson, Ryne",2024-05-17,L,R,CH,83.8,-1.33,0.41,-0.84,2.34,13.0,hit_into_play,100.0,32.0,126.63,38.61,Standard,field_out
51198,681481,"Nelson, Ryne",2024-05-17,L,R,FC,93.7,0.33,1.06,0.9,2.19,14.0,hit_into_play,86.9,13.0,198.58,135.7,Standard,triple
51201,553993,"Skubal, Tarik",2024-05-17,R,L,CH,88.8,1.09,1.03,-0.06,1.84,8.0,hit_into_play,81.0,63.0,179.42,147.29,Infield shade,field_out
51205,572233,"Skubal, Tarik",2024-05-17,R,L,CH,89.2,1.31,0.62,0.63,2.78,6.0,hit_into_play,81.7,-39.0,117.39,151.04,Infield shade,field_out
51208,682998,"Skubal, Tarik",2024-05-17,L,L,SI,96.2,1.06,1.16,0.68,2.41,6.0,hit_into_play,100.7,-9.0,154.3,151.04,Standard,field_out
51212,606466,"Skubal, Tarik",2024-05-17,R,L,SL,91.8,0.08,0.72,1.01,1.77,14.0,hit_into_play,80.8,-43.0,100.03,146.5,Standard,field_out
51215,681481,"Nelson, Ryne",2024-05-17,L,R,FF,97.1,-0.39,1.27,1.01,2.68,12.0,hit_into_play,52.2,-22.0,131.64,166.8,Strategic,field_out
51218,592518,"Iglesias, Raisel",2024-05-17,R,R,CH,88.6,-1.44,0.35,-0.91,1.51,13.0,hit_into_play,101.5,-2.0,104.24,161.21,Standard,field_out
51220,665487,"Iglesias, Raisel",2024-05-17,R,R,CH,88.7,-1.17,0.46,-0.95,2.14,13.0,hit_into_play,102.1,2.0,79.72,117.11,Standard,single
51227,542303,"Suarez, Robert",2024-05-17,R,R,FF,101.3,-0.42,1.28,0.27,2.84,5.0,hit_into_play,94.5,9.0,191.24,121.26,Standard,single
51234,621566,"Waldron, Matt",2024-05-17,L,R,KN,78.6,-0.75,-0.7,-1.1,2.43,13.0,hit_into_play,74.9,-1.0,77.16,124.71,Infield shade,single
51246,592518,"Fried, Max",2024-05-17,R,L,FF,93.8,-0.29,0.77,-0.42,3.0,4.0,hit_into_play,94.2,1.0,99.4,141.16,Standard,force_out
51251,621566,"Waldron, Matt",2024-05-17,L,R,KN,80.3,0.14,-0.01,-0.16,3.3,2.0,hit_into_play,93.1,-26.0,153.3,150.57,Infield shade,field_out
51254,542303,"Waldron, Matt",2024-05-17,R,R,KN,81.8,-1.09,-0.3,-0.94,2.92,11.0,hit_into_play,66.7,81.0,131.63,196.36,Standard,field_out
51269,592518,"Fried, Max",2024-05-17,R,L,FF,93.6,-0.07,1.46,-0.44,2.55,4.0,hit_into_play,81.3,25.0,172.65,103.28,Standard,field_out
51272,621566,"Waldron, Matt",2024-05-17,L,R,KN,78.8,-0.38,-0.19,-1.05,2.62,13.0,hit_into_play,82.8,22.0,83.29,105.95,Standard,single
51281,665487,"Fried, Max",2024-05-17,R,L,CH,88.7,1.31,0.47,0.59,1.38,14.0,hit_into_play,49.9,-57.0,116.42,183.14,Standard,field_out
51288,683002,"Bazardo, Eduard",2024-05-17,L,R,FS,90.3,-0.58,0.66,-0.17,1.79,8.0,hit_into_play,97.8,-15.0,149.65,158.2,Infield shade,field_out
51294,663728,"Baumann, Mike",2024-05-17,L,R,SL,93.7,0.42,0.94,0.5,2.6,6.0,hit_into_play,89.9,17.0,200.63,129.58,Infield shade,double
51297,677594,"Baumann, Mike",2024-05-17,R,R,FF,95.3,-0.43,1.59,0.32,3.41,3.0,hit_into_play,107.9,-8.0,133.01,144.27,Infield shade,field_out
51299,676059,"Bazardo, Eduard",2024-05-17,R,R,FF,93.5,-0.25,1.23,0.31,3.1,3.0,hit_into_play,91.6,38.0,100.04,69.17,Standard,field_out
51303,683002,"Snead, Kirby",2024-05-17,L,L,SI,92.6,1.86,0.52,0.3,2.17,9.0,hit_into_play,107.5,14.0,84.59,63.83,Strategic,triple
51306,669065,"Bolton, Cody",2024-05-17,L,R,FC,89.2,0.65,-0.14,-0.02,2.83,5.0,hit_into_play,94.0,84.0,113.03,214.13,Infield shade,field_out
51310,676059,"Bolton, Cody",2024-05-17,R,R,ST,84.4,0.91,0.24,0.45,3.02,3.0,hit_into_play,97.0,43.0,80.02,78.87,Standard,field_out
51311,663728,"Means, John",2024-05-17,R,L,KC,73.6,-1.32,-0.7,0.46,2.21,6.0,hit_into_play,99.7,16.0,143.01,70.98,Standard,field_out
51313,656811,"Miller, Bryce",2024-05-17,L,R,FS,83.0,-0.36,0.23,-0.54,2.92,4.0,hit_into_play,95.0,-20.0,145.09,157.19,Infield shade,field_out
51316,677594,"Means, John",2024-05-17,R,L,CH,82.7,1.05,1.38,0.09,2.15,5.0,hit_into_play,110.5,11.0,47.94,97.02,Infield shade,single
51319,683002,"Miller, Bryce",2024-05-17,L,R,FS,82.5,-0.67,-0.51,-0.47,1.66,7.0,hit_into_play,97.0,-19.0,149.65,159.22,Infield shade,force_out
51321,669065,"Miller, Bryce",2024-05-17,L,R,FS,82.1,-0.8,-0.48,-0.54,1.2,13.0,hit_into_play,79.9,24.0,162.56,98.18,Infield shade,single
51326,676059,"Miller, Bryce",2024-05-17,R,R,FS,82.7,-0.83,0.53,0.19,2.4,5.0,hit_into_play,100.4,-4.0,139.0,153.13,Standard,field_out
51331,663728,"Means, John",2024-05-17,R,L,CH,78.6,1.43,0.96,1.07,2.26,14.0,hit_into_play,85.6,13.0,97.22,87.69,Infield shade,single
51336,656811,"Miller, Bryce",2024-05-17,L,R,FS,84.3,-0.31,0.11,-1.12,2.25,13.0,hit_into_play,82.6,5.0,146.23,144.48,Infield shade,field_out
51340,683002,"Miller, Bryce",2024-05-17,L,R,SI,94.1,-1.42,0.74,0.28,1.43,14.0,hit_into_play,95.7,-7.0,153.83,168.71,Infield shade,field_out
51347,676059,"Miller, Bryce",2024-05-17,R,R,SI,95.2,-1.33,1.07,-0.2,2.74,5.0,hit_into_play,103.3,16.0,120.34,64.14,Infield shade,sac_fly
51348,656811,"Miller, Bryce",2024-05-17,L,R,FF,93.8,-0.5,1.42,0.38,3.17,3.0,hit_into_play,106.4,11.0,179.43,104.83,Infield shade,single
51350,683002,"Miller, Bryce",2024-05-17,L,R,FF,95.5,-0.23,1.49,0.42,3.31,3.0,hit_into_play,101.3,26.0,154.76,39.1,Infield shade,home_run
51352,663728,"Means, John",2024-05-17,R,L,FF,90.8,0.64,1.7,0.78,3.23,3.0,hit_into_play,92.2,77.0,121.23,183.58,Standard,field_out
51354,677594,"Means, John",2024-05-17,R,L,FF,88.7,0.74,1.73,-0.31,3.7,11.0,hit_into_play,100.8,22.0,110.39,56.75,Infield shade,field_out
51363,665833,"Leiter Jr., Mark",2024-05-17,L,R,FS,84.5,0.19,-0.02,0.01,2.08,8.0,hit_into_play,97.4,9.0,163.66,157.53,Infield shade,field_out
51367,668804,"Leiter Jr., Mark",2024-05-17,L,R,SI,92.7,-1.04,0.87,-0.07,1.31,13.0,hit_into_play,76.1,18.0,87.15,106.74,Infield shade,single
51380,665833,"Cuas, Jose",2024-05-17,L,R,FF,91.5,-0.81,0.73,0.24,3.09,5.0,hit_into_play,108.9,17.0,197.03,93.11,Infield shade,field_out
51402,668804,"Hendricks, Kyle",2024-05-17,L,R,CH,80.2,-1.32,0.39,-0.93,2.87,11.0,hit_into_play,98.9,14.0,119.9,88.46,Infield shade,single
51406,665833,"Hendricks, Kyle",2024-05-17,L,R,CH,79.8,-1.39,0.29,-0.13,1.55,13.0,hit_into_play,76.9,2.0,155.32,163.75,Infield shade,field_out
51408,668804,"Hendricks, Kyle",2024-05-17,L,R,SI,86.3,-1.33,0.44,0.32,2.82,3.0,hit_into_play,98.4,0.0,118.58,158.88,Infield shade,field_out
51423,668804,"Hendricks, Kyle",2024-05-17,L,R,CH,80.7,-1.2,0.6,-0.62,2.66,1.0,hit_into_play,93.3,-8.0,144.16,149.55,Infield shade,field_out
51434,596146,"Clase, Emmanuel",2024-05-17,L,R,FC,101.1,0.18,1.0,0.44,1.85,9.0,hit_into_play,99.2,-7.0,141.04,150.87,Standard,field_out
51441,596146,"McKenzie, Triston",2024-05-17,L,R,CU,80.0,0.81,-0.77,-0.06,1.68,8.0,hit_into_play,101.2,12.0,207.41,124.16,Infield shade,double
51443,663616,"McKenzie, Triston",2024-05-17,L,R,CU,80.9,0.63,-0.63,-0.64,1.73,7.0,hit_into_play,91.0,36.0,43.07,115.48,Infield shade,field_out
51452,596146,"McKenzie, Triston",2024-05-17,L,R,FF,93.1,0.01,1.6,0.35,3.02,3.0,hit_into_play,79.1,35.0,63.2,111.44,Infield shade,field_out
51453,663616,"McKenzie, Triston",2024-05-17,L,R,FF,92.8,0.13,1.82,-0.11,2.3,8.0,hit_into_play,111.1,16.0,188.46,95.49,Infield shade,field_out
51455,621043,"McKenzie, Triston",2024-05-17,R,R,SL,84.6,0.6,0.51,-0.19,2.5,5.0,hit_into_play,71.7,-22.0,106.6,167.83,Standard,grounded_into_double_play
51475,608324,"Milner, Hoby",2024-05-17,R,L,ST,80.3,-0.94,0.25,0.52,2.47,6.0,hit_into_play,68.5,50.0,174.52,144.02,Infield shade,field_out
51481,592885,"Abreu, Bryan",2024-05-17,L,R,SL,83.9,0.52,-0.38,-0.19,3.05,2.0,hit_into_play,83.1,0.0,149.04,153.2,Standard,field_out
51482,663656,"Peguero, Elvis",2024-05-17,L,R,SI,98.1,-1.54,0.61,-0.49,3.15,1.0,hit_into_play,101.2,24.0,130.56,46.39,Strategic,field_out
51489,668930,"Montero, Rafael",2024-05-17,L,R,CH,91.2,-1.52,0.39,-0.05,1.5,8.0,hit_into_play,88.0,12.0,80.87,109.09,Standard,single
51492,673237,"Peralta, Freddy",2024-05-17,R,R,FF,93.4,-0.84,1.4,0.0,1.87,8.0,hit_into_play,109.1,-7.0,128.74,144.55,Standard,force_out
51494,608324,"Peralta, Freddy",2024-05-17,R,R,FF,91.1,-0.6,1.41,-0.07,1.78,8.0,hit_into_play,92.3,51.0,167.26,106.63,Standard,field_out
51509,661388,"Brown, Hunter",2024-05-17,R,R,CH,90.9,-1.12,1.33,-0.82,2.2,7.0,hit_into_play,80.2,7.0,101.34,155.23,Standard,grounded_into_double_play
51511,668930,"Brown, Hunter",2024-05-17,L,R,FF,95.4,-0.16,1.55,-0.53,3.73,11.0,hit_into_play,93.2,14.0,75.31,88.24,Standard,single
51526,663656,"Peralta, Freddy",2024-05-17,L,R,FF,93.5,-0.74,1.53,0.15,3.21,2.0,hit_into_play,83.4,13.0,91.59,99.66,Infield shade,single
51532,592885,"Brown, Hunter",2024-05-17,L,R,FF,96.8,-0.36,1.55,0.09,3.1,2.0,hit_into_play,94.1,50.0,47.09,114.26,Standard,field_out
51555,608324,"Peralta, Freddy",2024-05-17,R,R,SL,78.0,1.07,0.06,0.24,2.36,5.0,hit_into_play,71.9,31.0,94.06,104.0,Infield shade,single
51556,663656,"Peralta, Freddy",2024-05-17,L,R,FF,92.4,-0.57,1.3,-0.19,1.74,8.0,hit_into_play,100.3,30.0,64.53,64.32,Infield shade,double
51563,661388,"Brown, Hunter",2024-05-17,R,R,FF,97.7,-0.34,1.47,0.0,2.07,8.0,hit_into_play,87.1,3.0,100.83,153.71,Standard,field_out
51575,677951,"Bielak, Brandon",2024-05-17,R,R,CH,86.7,-1.02,0.21,0.28,1.59,9.0,hit_into_play,77.8,-4.0,136.54,144.79,Standard,force_out
51577,672580,"Bielak, Brandon",2024-05-17,R,R,ST,80.1,0.64,-0.53,-0.8,2.83,4.0,hit_into_play,72.8,82.0,145.17,202.78,Standard,field_out
51578,521692,"Bielak, Brandon",2024-05-17,R,R,FF,92.7,-0.36,1.27,0.29,3.54,3.0,hit_into_play,106.0,24.0,112.54,43.32,Standard,double
51585,686469,"Bielak, Brandon",2024-05-17,L,R,CH,86.9,-1.16,0.22,-1.16,1.95,13.0,hit_into_play,70.2,1.0,121.82,176.33,Infield shade,field_out
51588,667670,"Ragans, Cole",2024-05-17,R,L,FF,93.6,1.23,1.3,0.39,2.26,9.0,hit_into_play,98.9,32.0,178.03,67.78,Standard,field_out
51590,677951,"Bielak, Brandon",2024-05-17,R,R,CH,86.4,-1.06,0.43,0.34,2.28,6.0,hit_into_play,90.5,25.0,98.23,61.55,Standard,field_out
51592,672580,"Bielak, Brandon",2024-05-17,R,R,SI,92.3,-1.26,0.51,-0.69,3.02,1.0,hit_into_play,100.7,33.0,46.45,58.57,Standard,home_run
51600,686469,"McFarland, T.J.",2024-05-17,L,L,SI,86.0,1.57,0.04,0.53,2.22,6.0,hit_into_play,99.1,-13.0,150.76,154.46,Standard,field_out
51602,677951,"Spence, Mitch",2024-05-17,R,R,FC,92.7,0.31,0.66,0.03,2.49,5.0,hit_into_play,96.2,36.0,84.19,55.86,Standard,field_out
51611,672580,"Spence, Mitch",2024-05-17,R,R,FC,90.2,0.42,0.29,0.94,1.66,14.0,hit_into_play,73.4,-26.0,111.67,152.93,Standard,field_out
51615,521692,"Spence, Mitch",2024-05-17,R,R,SL,84.2,1.23,-0.28,1.67,2.05,14.0,hit_into_play,75.2,16.0,172.19,120.46,Standard,single
51628,672580,"Spence, Mitch",2024-05-17,R,R,SL,83.7,1.14,-0.41,0.58,1.64,9.0,hit_into_play,93.5,-5.0,111.67,154.97,Standard,field_out
51629,521692,"Spence, Mitch",2024-05-17,R,R,FC,92.3,0.2,0.56,-0.47,3.4,1.0,hit_into_play,89.5,6.0,96.44,165.14,Standard,single
51640,677951,"Spence, Mitch",2024-05-17,R,R,CU,80.7,1.02,-1.13,-0.56,2.83,4.0,hit_into_play,104.1,20.0,62.83,61.04,Standard,double
51651,663886,"Hudson, Daniel",2024-05-17,R,R,SL,88.7,0.16,0.47,0.6,2.86,3.0,hit_into_play,99.6,-1.0,154.21,144.75,Strategic,single
51657,669257,"Cruz, Fernando",2024-05-17,R,R,FF,96.6,-0.56,1.38,0.59,3.34,3.0,hit_into_play,96.7,4.0,103.96,84.82,Standard,single
51658,660271,"Cruz, Fernando",2024-05-17,L,R,FS,83.2,-0.44,0.38,-0.37,3.08,1.0,hit_into_play,100.5,-3.0,146.34,173.81,Infield shade,force_out
51662,663886,"Paxton, James",2024-05-17,R,L,KC,82.0,-0.11,-0.47,0.08,1.98,8.0,hit_into_play,96.1,26.0,52.59,66.03,Standard,home_run
51675,669257,"Montas, Frankie",2024-05-17,R,R,SI,93.9,-1.24,0.89,0.57,2.78,3.0,hit_into_play,95.0,39.0,165.06,68.52,Standard,field_out
51678,518692,"Montas, Frankie",2024-05-17,L,R,FS,86.3,-0.8,-0.12,-0.51,1.86,7.0,hit_into_play,97.3,20.0,111.78,59.42,Infield shade,field_out
51690,663886,"Paxton, James",2024-05-17,R,L,FF,93.0,0.72,1.34,-0.46,3.86,11.0,hit_into_play,53.7,22.0,130.49,140.84,Standard,force_out
51694,682829,"Paxton, James",2024-05-17,R,L,KC,81.1,-0.41,-0.68,0.06,2.04,8.0,hit_into_play,74.4,-27.0,147.55,152.62,Standard,field_out
51698,669257,"Montas, Frankie",2024-05-17,R,R,SI,94.1,-1.28,0.72,-0.26,2.35,5.0,hit_into_play,85.4,45.0,161.74,101.44,Standard,field_out
51708,660271,"Montas, Frankie",2024-05-17,L,R,FF,95.2,-0.74,1.09,-0.38,2.67,4.0,hit_into_play,104.5,28.0,26.96,87.01,Infield shade,home_run
51709,663886,"Paxton, James",2024-05-17,R,L,FF,92.0,0.84,1.25,0.51,2.96,3.0,hit_into_play,105.0,14.0,80.74,75.92,Standard,single
51719,518692,"Montas, Frankie",2024-05-17,L,R,FS,86.5,-0.68,-0.21,0.38,1.86,9.0,hit_into_play,92.4,46.0,165.46,86.11,Infield shade,field_out
51723,660271,"Montas, Frankie",2024-05-17,L,R,FF,96.0,-0.48,1.41,0.36,2.51,6.0,hit_into_play,107.3,-1.0,160.86,163.3,Infield shade,field_out
51729,682829,"Paxton, James",2024-05-17,R,L,FF,92.8,0.83,1.13,-0.08,2.87,5.0,hit_into_play,83.1,36.0,191.37,120.38,Standard,field_out
51739,624413,"Smith, Burch",2024-05-17,R,R,FC,89.5,0.31,0.1,0.79,1.98,9.0,hit_into_play,57.3,-60.0,117.42,185.75,Standard,single
51741,660821,"Walker, Josh",2024-05-17,L,L,SI,94.0,1.2,0.6,0.59,2.62,6.0,hit_into_play,81.1,-47.0,144.3,168.42,Standard,field_out
51743,668901,"Luzardo, Jesús",2024-05-17,R,L,FF,93.7,1.13,1.4,-0.84,3.28,11.0,hit_into_play,74.2,32.0,146.11,100.79,Standard,field_out
51748,624413,"Luzardo, Jesús",2024-05-17,R,L,CH,83.3,1.48,0.8,0.34,1.8,9.0,hit_into_play,83.4,4.0,103.82,167.4,Standard,field_out
51751,660821,"Walker, Josh",2024-05-17,L,L,FF,95.2,0.43,1.42,0.04,2.58,5.0,hit_into_play,97.2,-13.0,135.77,138.67,Infield shade,field_out
51768,660821,"Scott, Christian",2024-05-17,L,R,FF,94.9,-0.73,1.43,0.35,2.43,6.0,hit_into_play,100.6,9.0,144.93,70.63,Infield shade,single
51769,668901,"Luzardo, Jesús",2024-05-17,R,L,SL,82.3,-0.08,0.13,0.01,2.37,5.0,hit_into_play,95.5,54.0,56.34,130.9,Standard,field_out
51770,624413,"Luzardo, Jesús",2024-05-17,R,L,FF,94.5,1.01,1.32,-0.13,2.8,5.0,hit_into_play,92.7,-27.0,102.78,144.59,Standard,field_out
51776,650402,"Hill, Tim",2024-05-17,R,L,SI,88.4,1.6,-0.16,-0.12,2.85,2.0,hit_into_play,96.5,16.0,63.39,107.79,Standard,single
51777,657757,"Hamilton, Ian",2024-05-17,L,R,SL,88.3,-0.06,0.42,-0.74,2.29,4.0,hit_into_play,105.6,12.0,93.86,51.06,Infield shade,double
51782,683734,"Hamilton, Ian",2024-05-17,R,R,SL,88.6,0.27,0.3,-0.17,2.07,8.0,hit_into_play,98.5,16.0,110.96,75.94,Standard,single
51785,502054,"Hamilton, Ian",2024-05-17,R,R,SI,94.1,-1.16,0.63,-0.42,2.49,4.0,hit_into_play,84.6,21.0,135.7,73.36,Standard,double
51798,665742,"Banks, Tanner",2024-05-17,L,L,FF,95.0,0.38,1.24,0.0,2.21,5.0,hit_into_play,108.2,22.0,57.72,67.62,Infield shade,field_out
51808,665742,"Clevinger, Mike",2024-05-17,L,R,CH,85.7,-1.24,0.8,-0.15,2.56,5.0,hit_into_play,108.2,23.0,151.93,41.86,Infield shade,double
51811,683734,"Cortes, Nestor",2024-05-17,R,L,FF,92.9,0.47,1.56,-0.65,3.17,1.0,hit_into_play,91.9,78.0,151.26,195.15,Standard,field_out
51814,502054,"Cortes, Nestor",2024-05-17,R,L,FF,91.9,0.5,1.76,-0.37,3.07,1.0,hit_into_play,105.7,14.0,83.59,89.3,Standard,single
51831,683734,"Cortes, Nestor",2024-05-17,R,L,FC,88.7,-0.32,0.86,0.0,2.02,8.0,hit_into_play,111.6,9.0,84.26,116.31,Strategic,single
51833,502054,"Cortes, Nestor",2024-05-17,R,L,FC,87.0,-0.37,0.66,-0.66,2.41,4.0,hit_into_play,71.6,50.0,163.71,126.2,Standard,field_out
51835,650402,"Clevinger, Mike",2024-05-17,R,R,FF,92.8,-0.42,1.2,-0.89,3.26,11.0,hit_into_play,94.3,40.0,65.08,74.85,Standard,field_out
51838,592450,"Clevinger, Mike",2024-05-17,R,R,SI,93.8,-1.29,1.19,-0.63,2.61,4.0,hit_into_play,114.4,28.0,,,Standard,home_run
51843,665742,"Clevinger, Mike",2024-05-17,L,R,FF,96.2,-0.58,1.59,0.14,3.25,2.0,hit_into_play,93.5,35.0,176.18,64.57,Infield shade,field_out
51847,683734,"Cortes, Nestor",2024-05-17,R,L,FC,86.3,-0.4,0.6,-0.2,1.73,8.0,hit_into_play,90.2,48.0,181.1,102.46,Standard,field_out
51849,502054,"Cortes, Nestor",2024-05-17,R,L,FF,91.8,0.19,1.6,-0.24,3.0,2.0,hit_into_play,96.0,15.0,121.46,68.18,Standard,single
51853,547180,"Weems, Jordan",2024-05-17,L,R,FF,96.1,-0.76,1.35,-0.2,2.61,5.0,hit_into_play,104.9,47.0,98.36,74.71,Infield shade,field_out
51854,656941,"Barnes, Jacob",2024-05-17,L,R,FF,93.8,-0.01,1.36,-0.08,1.92,8.0,hit_into_play,96.9,44.0,191.76,87.49,Standard,field_out
51859,669016,"Barnes, Jacob",2024-05-17,L,R,FC,90.4,0.2,0.6,-0.1,1.35,13.0,hit_into_play,89.5,22.0,140.99,75.02,Infield shade,field_out
51876,669016,"Irvin, Jake",2024-05-17,L,R,FC,89.5,0.15,0.67,0.79,2.53,6.0,hit_into_play,94.7,22.0,216.29,107.92,Standard,double
51878,547180,"Irvin, Jake",2024-05-17,L,R,CU,79.2,1.18,-0.21,-0.21,2.74,5.0,hit_into_play,78.4,38.0,118.07,89.24,Infield shade,field_out
51886,656941,"Irvin, Jake",2024-05-17,L,R,CU,82.8,0.46,-0.21,-0.13,1.49,8.0,hit_into_play,73.8,-54.0,142.12,184.27,Strategic,field_out
51902,547180,"Irvin, Jake",2024-05-17,L,R,FF,96.7,-0.95,1.15,0.09,3.04,2.0,hit_into_play,98.6,72.0,110.12,160.35,Standard,field_out
51903,656941,"Irvin, Jake",2024-05-17,L,R,FF,97.3,-0.92,1.15,-0.13,1.75,8.0,hit_into_play,87.8,46.0,49.25,122.25,Standard,field_out
51904,641857,"Rodríguez, Randy",2024-05-17,L,R,FF,99.5,-0.75,1.13,-0.49,3.54,1.0,hit_into_play,92.7,-29.0,132.48,140.38,Standard,field_out
51913,656305,"Molina, Anthony",2024-05-17,R,R,SL,88.2,0.27,0.79,0.44,1.91,9.0,hit_into_play,99.1,10.0,104.35,71.65,Standard,double
51915,671218,"Bird, Jake",2024-05-17,R,R,CU,80.8,1.53,-1.07,-0.46,1.67,7.0,hit_into_play,78.9,73.0,143.66,171.94,Standard,field_out
51935,656305,"Vodnik, Victor",2024-05-17,R,R,FF,98.9,-0.46,1.19,1.16,2.29,14.0,hit_into_play,94.7,-2.0,148.5,138.22,Strategic,single
51941,641857,"Hjelle, Sean",2024-05-17,L,R,SI,97.1,-1.36,0.18,0.59,2.61,6.0,hit_into_play,98.6,-9.0,108.49,154.96,Standard,field_out
51945,671218,"Feltner, Ryan",2024-05-17,R,R,SI,93.6,-1.3,0.55,0.15,2.59,5.0,hit_into_play,98.9,-18.0,151.54,159.21,Standard,field_out
51956,641857,"Black, Mason",2024-05-17,L,R,ST,79.9,1.24,-0.06,-0.06,0.85,13.0,hit_into_play,102.9,12.0,176.38,86.62,Standard,single
51964,656305,"Feltner, Ryan",2024-05-17,R,R,FF,94.9,-0.62,1.19,-0.91,2.03,13.0,hit_into_play,110.9,13.0,37.11,108.62,Standard,double
51966,641857,"Black, Mason",2024-05-17,L,R,ST,81.3,1.19,0.04,0.67,2.5,6.0,hit_into_play,108.2,22.0,203.35,62.7,Standard,double
51974,646240,"King, John",2024-05-17,L,L,SI,92.3,1.23,0.01,-0.17,1.37,13.0,hit_into_play,58.8,-76.0,128.16,185.76,Standard,force_out
51975,680776,"King, John",2024-05-17,L,L,SI,92.0,1.39,0.19,0.42,2.33,6.0,hit_into_play,105.5,-11.0,128.46,165.32,Infield shade,field_out
51979,676475,"Anderson, Chase",2024-05-17,L,R,FF,94.1,-0.43,1.13,0.44,3.1,3.0,hit_into_play,80.2,63.0,64.97,162.6,Infield shade,field_out
51989,671056,"Anderson, Chase",2024-05-17,R,R,FC,87.9,0.47,0.33,0.47,1.84,9.0,hit_into_play,96.3,-9.0,115.73,96.98,Standard,single
51990,676475,"Anderson, Chase",2024-05-17,L,R,ST,80.2,1.5,-0.35,0.58,2.34,6.0,hit_into_play,94.0,15.0,150.18,87.68,Standard,single
52000,646240,"Romero, JoJo",2024-05-17,L,L,SI,92.6,1.7,0.15,0.48,1.78,9.0,hit_into_play,89.9,-37.0,130.96,155.98,Standard,field_out
52003,680776,"Romero, JoJo",2024-05-17,L,L,SL,81.6,-1.2,0.09,-0.23,3.06,2.0,hit_into_play,92.6,-8.0,128.93,143.78,Standard,field_out
52005,671056,"Booser, Cam",2024-05-17,R,L,FF,97.0,0.86,1.16,-0.23,2.43,5.0,hit_into_play,95.5,3.0,99.99,95.96,Standard,single
52011,676475,"Booser, Cam",2024-05-17,L,L,FF,96.5,0.19,1.24,-1.15,2.51,13.0,hit_into_play,76.6,40.0,68.83,115.55,Infield shade,field_out
52015,663457,"Bello, Brayan",2024-05-17,L,R,ST,87.2,0.85,-0.11,-0.26,2.19,5.0,hit_into_play,99.2,30.0,129.46,40.39,Standard,field_out
52023,646240,"Gibson, Kyle",2024-05-17,L,R,SI,88.2,-1.2,0.71,-0.92,1.61,13.0,hit_into_play,96.3,-11.0,141.11,148.35,Standard,force_out
52027,677800,"Gibson, Kyle",2024-05-17,L,R,SI,88.8,-1.26,0.41,-0.91,2.03,13.0,hit_into_play,81.5,-9.0,144.66,150.9,Standard,grounded_into_double_play
52031,680776,"Gibson, Kyle",2024-05-17,L,R,SI,89.4,-1.13,0.42,-0.62,2.46,4.0,hit_into_play,102.7,-9.0,138.07,94.95,Standard,single
52041,676475,"Bello, Brayan",2024-05-17,L,R,CH,87.0,-1.34,0.08,0.39,1.56,9.0,hit_into_play,99.0,33.0,199.82,59.41,Infield shade,home_run
52047,663457,"Bello, Brayan",2024-05-17,L,R,SI,94.9,-1.33,-0.14,-0.39,2.07,7.0,hit_into_play,91.3,-32.0,137.05,154.46,Standard,field_out
52048,646240,"Gibson, Kyle",2024-05-17,L,R,CU,81.0,0.52,-0.68,-0.47,1.72,7.0,hit_into_play,106.0,28.0,156.18,22.0,Infield shade,home_run
52050,671056,"Bello, Brayan",2024-05-17,R,R,ST,86.7,0.44,-0.39,-0.44,1.47,7.0,hit_into_play,101.2,10.0,108.82,142.35,Standard,field_out
52054,677800,"Gibson, Kyle",2024-05-17,L,R,FF,94.6,-0.31,1.33,-0.08,2.22,5.0,hit_into_play,100.2,30.0,81.63,54.93,Standard,field_out
52061,676475,"Bello, Brayan",2024-05-17,L,R,SI,97.3,-1.47,0.08,0.07,2.35,5.0,hit_into_play,100.0,-1.0,146.19,152.42,Infield shade,grounded_into_double_play
52068,663457,"Bello, Brayan",2024-05-17,L,R,CH,88.1,-1.44,0.13,-0.7,2.36,4.0,hit_into_play,106.1,25.0,116.97,25.22,Standard,home_run
52072,646240,"Gibson, Kyle",2024-05-17,L,R,SI,91.7,-1.02,0.74,-0.98,2.05,13.0,hit_into_play,86.5,-44.0,121.82,148.35,Standard,grounded_into_double_play
52074,677800,"Gibson, Kyle",2024-05-17,L,R,SI,90.1,-1.42,0.21,-0.41,2.62,4.0,hit_into_play,79.0,-17.0,148.73,165.14,Standard,force_out
52080,687263,"Anderson, Shaun",2024-05-17,R,R,SI,92.2,-0.61,0.96,0.19,1.69,8.0,hit_into_play,103.2,-4.0,110.04,176.16,Standard,field_out
52081,666176,"Anderson, Shaun",2024-05-17,R,R,SL,86.1,0.34,-0.09,0.16,1.71,8.0,hit_into_play,106.7,12.0,81.21,54.73,Standard,double
52082,681351,"Anderson, Shaun",2024-05-17,R,R,SL,86.5,0.6,0.01,0.13,1.27,14.0,hit_into_play,69.6,-42.0,116.7,159.8,Standard,single
52089,666969,"Strickland, Hunter",2024-05-17,R,R,SI,91.8,-1.44,0.41,-0.18,1.66,8.0,hit_into_play,111.4,-7.0,114.28,154.35,Standard,force_out
